İl;İlçe;Okul Adı
ADANA;KOZAN;Ağlıboğaz Şehit Murat Özkozanoğlu Ortaokulu
ADANA;KOZAN;Ahmet Cevdet Çamurdan İlkokulu
ADANA;KOZAN;Ahmet Cevdet Çamurdan Ortaokulu
ADANA;KOZAN;Ahmet Tufan Kalkan Anaokulu
ADANA;KOZAN;Akdam İlkokulu
ADANA;KOZAN;Akdam Ortaokulu
ADANA;KOZAN;Arslanpaşa Şehit Seyfettin Orkun Çil İlkokulu
ADANA;KOZAN;Atatürk İlkokulu
ADANA;KOZAN;Aydın Çarçabuk İlkokulu
ADANA;KOZAN;Ayşehoca İlkokulu
ADANA;KOZAN;Bağözü Taşören İlkokulu
ADANA;KOZAN;Bağtepe İlkokulu
ADANA;KOZAN;Bağtepe Ortaokulu
ADANA;KOZAN;Bucak İlkokulu
ADANA;KOZAN;Bucak Ortaokulu
ADANA;KOZAN;Bulduklu İlkokulu
ADANA;KOZAN;Cumhuriyet İlkokulu
ADANA;KOZAN;Çandık İlkokulu
ADANA;KOZAN;Dede Mehmet Akçalı İlkokulu
ADANA;KOZAN;Dede Mehmet Akçalı Ortaokulu
ADANA;KOZAN;Doğanalanı İlkokulu
ADANA;KOZAN;Duran Oflaz Anaokulu
ADANA;KOZAN;Durmuşlu İlkokulu
ADANA;KOZAN;ESKİMANTAŞ İLKOKULU
ADANA;KOZAN;Fatih Anadolu Lisesi
ADANA;KOZAN;Faydalı Dede Mehmet Akçalı Vakfı İlkokulu
ADANA;KOZAN;Faydalı Dede Mehmet Akçalı Vakfı Ortaokulu
ADANA;KOZAN;Faydalı İlkokulu
ADANA;KOZAN;Gazi İlkokulu
ADANA;KOZAN;Gazi Ortaokulu
ADANA;KOZAN;Gaziköyü İlkokulu
ADANA;KOZAN;Gaziköyü Ortaokulu
ADANA;KOZAN;Görbeyaz İlkokul
ADANA;KOZAN;Güneri Ortaokulu
ADANA;KOZAN;Hacıbeyli Atatürk İlkokulu
ADANA;KOZAN;Hacıbeyli Atatürk Ortaokulu
ADANA;KOZAN;Hacımirzalı Şehit Yusuf Demiryürek İlkokulu
ADANA;KOZAN;Halit Dağlı İlkokulu
ADANA;KOZAN;Ilıca İlkokulu
ADANA;KOZAN;İdem Şehit Abdullah Kocaer İlkokulu
ADANA;KOZAN;İdem Şehit Abdullah Kocaer Ortaokulu
ADANA;KOZAN;İnkılap İlkokulu
ADANA;KOZAN;İsmet İnönü Ortaokulu
ADANA;KOZAN;Kahveli İlkokulu
ADANA;KOZAN;Kapıkaya ilkokulu
ADANA;KOZAN;Karacaoğlan Kız Mesleki ve Teknik Anadolu Lisesi
ADANA;KOZAN;Kıbrıslar İlkokulu
ADANA;KOZAN;Kızıllar İlkokulu
ADANA;KOZAN;Kızıllar Ortaokulu
ADANA;KOZAN;Kozan Anadolu Lisesi
ADANA;KOZAN;Kozan Bilim ve Sanat Merkezi
ADANA;KOZAN;Kozan Bucak Çok Programlı Anadolu Lisesi
ADANA;KOZAN;Kozan Fen Lisesi
ADANA;KOZAN;Kozan Gaziköy Çok Programlı Anadolu Lisesi
ADANA;KOZAN;Kozan Halk Eğitimi Merkezi
ADANA;KOZAN;Kozan Kazım Karabekir Anadolu Lisesi
ADANA;KOZAN;Kozan Kız Anadolu İmam Hatip Lisesi
ADANA;KOZAN;Kozan Öğretmenevi ve Akşam Sanat Okulu
ADANA;KOZAN;Kozan Rehberlik ve Araştırma Merkezi
ADANA;KOZAN;Kozan Şehit Arda Can Mesleki ve Teknik Anadolu Lisesi
ADANA;KOZAN;Kozan Şehit Öğretmen Lütfi Ölmez Ortaokulu
ADANA;KOZAN;Kozan Şehit Tayfur Uluçay Anaokulu
ADANA;KOZAN;Kozan Yusuf Baysal Anadolu Lisesi
ADANA;KOZAN;Kuytucak Karapınar İlkokulu
ADANA;KOZAN;Lütfiye Ali Şadi Çelik Ortaokulu
ADANA;KOZAN;Marangeçili İlkokulu
ADANA;KOZAN;Mareşal Fevzi Çakmak İlkokulu
ADANA;KOZAN;Mehmet Akif Ersoy Anadolu Lisesi
ADANA;KOZAN;Mevlana İlkokulu
ADANA;KOZAN;Necip Fazıl Kısakürek İmam Hatip Ortaokulu
ADANA;KOZAN;Nene Hatun Anaokulu
ADANA;KOZAN;Osmangazi Anadolu İmam Hatip Lisesi
ADANA;KOZAN;Pekmezci Şehit Bircan İlhanlı İlkokulu
ADANA;KOZAN;Pekmezci Şehit Bircan İlhanlı Ortaokulu
ADANA;KOZAN;Postkabasakal İlkokulu
ADANA;KOZAN;Ramazanoğlu Ticaret Mesleki ve Teknik Anadolu Lisesi
ADANA;KOZAN;Remzi Oğuz Arık Ortaokulu
ADANA;KOZAN;Sis Mesleki ve Teknik Anadolu Lisesi
ADANA;KOZAN;Şaban Ata İlkokulu
ADANA;KOZAN;Şehit Ali Bulduk İlkokulu
ADANA;KOZAN;Şehit Cengiz Eroğlu Ortaokulu
ADANA;KOZAN;Şehit Cüneyit Kızılarslan Anaokulu
ADANA;KOZAN;Şehit Ergün Karaca Anaokulu
ADANA;KOZAN;Şehit Ergün Karaca Özel Eğitim Anaokulu
ADANA;KOZAN;Şehit Kubilay İlkokulu
ADANA;KOZAN;Şehit Mehmet Oflaz Yatılı Bölge Ortaokulu
ADANA;KOZAN;Şehit Öğretmen Ali Yıldırım İlkokulu
ADANA;KOZAN;ŞEHİT ÖĞRETMEN ALİ YILDIRIM ORTAOKULU
ADANA;KOZAN;Şehit Önder Ertaş Mesleki Eğitim Merkezi
ADANA;KOZAN;Şehit Ziya Özkozanoğlu Ortaokulu
ADANA;KOZAN;Tepecikören Çöbük İlkokulu
ADANA;KOZAN;Tepecikören Ortaokulu
ADANA;KOZAN;Tepecikören Şehit Osman Uçar İlkokulu
ADANA;KOZAN;TOKİ Şehit Suat Ocak İlkokulu
ADANA;KOZAN;Turgutlu Şehit Mustafa Alpaslan İlkokulu
ADANA;KOZAN;Turunçlu İlkokulu
ADANA;KOZAN;Yavuz Sultan Selim İlkokulu
ADANA;KOZAN;Yavuz Sultan Selim Özel Eğitim Anaokulu
ADANA;KOZAN;Yeniköy İlkokulu
ADANA;KOZAN;Yunus Emre Ortaokulu
ADANA;KOZAN;Yüksekören Şehit Ferdi Özkan İlkokulu
ADANA;KOZAN;Yüksekören Şehit Ferdi Özkan Ortaokulu
ADANA;KOZAN;Zerdali İlkokulu
ADANA;KOZAN;Zübeyde Hanım Anaokulu
ADANA;POZANTI;Aşçıbekirli İlkokulu
ADANA;POZANTI;Aşçıbekirli Ortaokulu
ADANA;POZANTI;Atatürk İlkokulu
ADANA;POZANTI;Atatürk Ortaokulu
ADANA;POZANTI;Borsa İstanbul Şehit Erhan Konuk Anadolu İmam Hatip Lisesi
ADANA;POZANTI;Cumhuriyet İlkokulu
ADANA;POZANTI;Dağdibi İlkokulu
ADANA;POZANTI;Fatma Nilgün Kayar Anaokulu
ADANA;POZANTI;GÖKBEZ AHMET OĞUZ AKAL İLKOKULU
ADANA;POZANTI;Hamidiye İlkokulu
ADANA;POZANTI;Kamışlı Fatih İlkokulu
ADANA;POZANTI;Kamışlı Fatih Ortaokulu
ADANA;POZANTI;Karakışlakçı İlkokulu
ADANA;POZANTI;Pozantı Bilim ve Sanat Merkezi
ADANA;POZANTI;Pozantı Halk Eğitimi Merkezi
ADANA;POZANTI;Pozantı İmam Hatip Ortaokulu
ADANA;POZANTI;Şehit Sefa İzbudak Ortaokulu
ADANA;POZANTI;Şehit Zafer Sabancı Anadolu Lisesi
ADANA;POZANTI;Türkan-İrfan Akün Çok Programlı Anadolu Lisesi
ADANA;SAİMBEYLİ;Aksaağaç İlkokulu
ADANA;SAİMBEYLİ;Aksaağaç Ortaokulu
ADANA;SAİMBEYLİ;Atatürk İlkokulu
ADANA;SAİMBEYLİ;Çatak İlkokulu
ADANA;SAİMBEYLİ;Çatak Ortaokulu
ADANA;SAİMBEYLİ;Çeralan İlkokulu
ADANA;SAİMBEYLİ;Çeralan Ortaokulu
ADANA;SAİMBEYLİ;Eyüplü İlkokulu
ADANA;SAİMBEYLİ;Fatih Sultan Mehmet Ortaokulu
ADANA;SAİMBEYLİ;Gökmenler İlkokulu
ADANA;SAİMBEYLİ;Himmetli İlkokulu
ADANA;SAİMBEYLİ;Himmetli Ortaokulu
ADANA;SAİMBEYLİ;Kandilli Kızılyer İlkokulu
ADANA;SAİMBEYLİ;Kapaklıkuyu İlkokulu
ADANA;SAİMBEYLİ;Karakuyu İlkokulu
ADANA;SAİMBEYLİ;Karakuyu Ortaokulu
ADANA;SAİMBEYLİ;Mahmutlu İlkokulu
ADANA;SAİMBEYLİ;Saimbeyli Öğretmenevi ve Akşam Sanat Okulu
ADANA;SAİMBEYLİ;Saimbeyli Şehit Adil Ay Halk Eğitimi Merkezi
ADANA;SAİMBEYLİ;Saimbeyli Şehit Bayram Ali Yardımcı Yatılı Bölge Ortaokulu
ADANA;SAİMBEYLİ;Şehit Ali Çakar Anadolu Lisesi
ADANA;SAİMBEYLİ;Şehit Muhterem Yağbasan Anadolu İmam Hatip Lisesi
ADANA;SAİMBEYLİ;Yardibi İlkokulu
ADANA;SAİMBEYLİ;Yardibi Ortaoba İlkokulu
ADANA;SAİMBEYLİ;Yeniköy İlkokulu
ADANA;SARIÇAM;Abdullah Öngen Anaokulu
ADANA;SARIÇAM;Adana Adalet Meslekî Eğitim Merkezi
ADANA;SARIÇAM;Adana Hacı Sabancı Organize Sanayi Bölgesi (AOSB) Anaokulu
ADANA;SARIÇAM;Adana Rotary Kulübü Anaokulu
ADANA;SARIÇAM;Adana Sarıçam Spor Lisesi
ADANA;SARIÇAM;Adana Ticaret Odası Anadolu Lisesi
ADANA;SARIÇAM;Akif Palalı Anadolu Lisesi
ADANA;SARIÇAM;Akkuyu İlkokulu
ADANA;SARIÇAM;Akkuyu Ortaokulu
ADANA;SARIÇAM;Arif Nihat Asya İlkokulu
ADANA;SARIÇAM;Ata İlkokulu
ADANA;SARIÇAM;Av. Uğur Uçurum Ortaokulu
ADANA;SARIÇAM;Avcılar İlkokulu
ADANA;SARIÇAM;Aydınyurdu İlkokulu
ADANA;SARIÇAM;Bahtiyar Vahabzade Sosyal Bilimler Lisesi
ADANA;SARIÇAM;Baklalı Emin Veyisoğulları İlkokulu
ADANA;SARIÇAM;Baklalı Emin Veyisoğulları Ortaokulu
ADANA;SARIÇAM;Bayrak Anaokulu
ADANA;SARIÇAM;Beyceli Anadolu Lisesi
ADANA;SARIÇAM;Beyceli İlkokulu
ADANA;SARIÇAM;Bilge Kağan İlkokulu
ADANA;SARIÇAM;Bilge Kağan Ortaokulu
ADANA;SARIÇAM;Boztepe İlkokulu
ADANA;SARIÇAM;Buruk İlkokulu
ADANA;SARIÇAM;Buruk Ortaokulu
ADANA;SARIÇAM;Buruk Özel Eğitim Anaokulu
ADANA;SARIÇAM;Cemil Meriç Anadolu Lisesi
ADANA;SARIÇAM;Cemil Meriç Ortaokulu
ADANA;SARIÇAM;Cerenli İlkokulu
ADANA;SARIÇAM;Cihadiye İlkokulu
ADANA;SARIÇAM;Cihadiye Ortaokulu
ADANA;SARIÇAM;Çamlıca İlkokulu
ADANA;SARIÇAM;Çamlık İlkokulu
ADANA;SARIÇAM;Çarkıpare Şehit Ertan Tokuş İlkokulu
ADANA;SARIÇAM;Çarkıpare Şehit Ertan Tokuş Ortaokulu
ADANA;SARIÇAM;Çatalan Baraj İlkokulu
ADANA;SARIÇAM;Çatalan Baraj Ortaokulu
ADANA;SARIÇAM;ÇEAŞ Sofulu İlkokulu
ADANA;SARIÇAM;ÇEAŞ Sofulu Ortaokulu
ADANA;SARIÇAM;Çınarlı Anaokulu
ADANA;SARIÇAM;Çukurova Ün.Devlet Konservatuvarı Müzik ve Bale Ortaokulu
ADANA;SARIÇAM;Çukurova Ün.Devlet Konservatuvarı Müzik ve Sahne Sanatları Lisesi
ADANA;SARIÇAM;Dağcı İlkokulu
ADANA;SARIÇAM;Dağcı Ortaokulu
ADANA;SARIÇAM;Dede Korkut Anaokulu
ADANA;SARIÇAM;Eğeciuşağı İlkokulu
ADANA;SARIÇAM;Erdoğan Şahinoğlu İlkokulu
ADANA;SARIÇAM;Evliya Çelebi İlkokulu
ADANA;SARIÇAM;Evliya Çelebi Ortaokulu
ADANA;SARIÇAM;Evliya Çelebi Turizm Mesleki ve Teknik Anadolu Lisesi
ADANA;SARIÇAM;Fatıma Zehra Kız Anadolu İmam Hatip Lisesi
ADANA;SARIÇAM;Gökbey Anaokulu
ADANA;SARIÇAM;Göztepe İlkokulu
ADANA;SARIÇAM;Hacı Özcan Sinağ Ortaokulu
ADANA;SARIÇAM;Hasanbeyli İlkokulu
ADANA;SARIÇAM;Hocallı Türk Kadınlar Birliği İlkokulu
ADANA;SARIÇAM;Hocallı Türk Kadınlar Birliği Ortaokulu
ADANA;SARIÇAM;Hürkuş Anaokulu
ADANA;SARIÇAM;Hüseyin Avni Coş İlkokulu
ADANA;SARIÇAM;İbn-i Sina Mesleki ve Teknik Anadolu Lisesi
ADANA;SARIÇAM;İncirlik Anadolu Lisesi
ADANA;SARIÇAM;İncirlik İlkokulu
ADANA;SARIÇAM;Karlık İlkokulu
ADANA;SARIÇAM;Karlık Ortaokulu
ADANA;SARIÇAM;Kaşobası Girne İlkokulu
ADANA;SARIÇAM;Kepeztepe İlkokulu
ADANA;SARIÇAM;Kılıçlı Ahmet Akyürek İlkokulu
ADANA;SARIÇAM;Kılıçlı Ahmet Akyürek Ortaokulu
ADANA;SARIÇAM;Kılıçlı Anadolu Lisesi
ADANA;SARIÇAM;Kızılkaş Şehit Metehan Şahbaz İlkokulu
ADANA;SARIÇAM;Kızılkaş Şehit Metehan Şahbaz Ortaokulu
ADANA;SARIÇAM;Konaklama Merkezi Muallim Musab İmam Hatip Ortaokulu
ADANA;SARIÇAM;Kozanoğlu Lions Anaokulu
ADANA;SARIÇAM;Kozanoğlu Özel Eğitim Anaokulu
ADANA;SARIÇAM;Kürkçüler İlkokulu
ADANA;SARIÇAM;Kürkçüler Ortaokulu
ADANA;SARIÇAM;Muhammed Ali Clay İmam Hatip Ortaokulu
ADANA;SARIÇAM;Mustafalar İlkokulu
ADANA;SARIÇAM;Mustafalar Şehit Volkan Çay Ortaokulu
ADANA;SARIÇAM;Ömer Kanaatbilen İlkokulu
ADANA;SARIÇAM;Ömer Kanaatbilen Ortaokulu
ADANA;SARIÇAM;Prof. Dr. Fuat Sezgin Ortaokulu
ADANA;SARIÇAM;Remzi Oğuz Arık İlkokulu
ADANA;SARIÇAM;Sarıçam Anadolu İmam Hatip Lisesi
ADANA;SARIÇAM;Sarıçam Bilim ve Sanat Merkezi
ADANA;SARIÇAM;Sarıçam Halk Eğitimi Merkezi
ADANA;SARIÇAM;Sarıçam İstiklal İlkokulu
ADANA;SARIÇAM;Sarıçam İstiklal Ortaokulu
ADANA;SARIÇAM;Sarıçam Kadirin Çiftliği İlkokulu
ADANA;SARIÇAM;Sarıçam Kız Mesleki ve Teknik Anadolu Lisesi
ADANA;SARIÇAM;Sarıçam Konaklama Merkezi Anadolu İmam Hatip Lisesi
ADANA;SARIÇAM;Sarıçam Konaklama Merkezi Göztepe İlkokulu
ADANA;SARIÇAM;Sarıçam Konaklama Merkezi İlkokulu
ADANA;SARIÇAM;Sarıçam Konaklama Merkezi İmam Hatip Ortaokulu
ADANA;SARIÇAM;Sarıçam Orhangazi İmam Hatip Ortaokulu
ADANA;SARIÇAM;Sarıçam Özel Eğitim Anaokulu
ADANA;SARIÇAM;Sarıçam Rehberlik ve Araştırma Merkezi
ADANA;SARIÇAM;Sarıçam TOKİ Ertuğrulgazi İlkokulu
ADANA;SARIÇAM;Sarıçam Yıldız Anaokulu
ADANA;SARIÇAM;Sevgi Anaokulu
ADANA;SARIÇAM;Sevim Tekin Anadolu Lisesi
ADANA;SARIÇAM;Suluca İlkokulu
ADANA;SARIÇAM;Suluca Ortaokulu
ADANA;SARIÇAM;Şehit Ercan Günay Anadolu Lisesi
ADANA;SARIÇAM;Şehit Ercan Günay Ortaokulu
ADANA;SARIÇAM;Şehit Hüseyin Avni Bey Ortaokulu
ADANA;SARIÇAM;Şehit İslam Akyüz Ortaokulu
ADANA;SARIÇAM;Şehit Mehmet Arslangiray İlkokulu
ADANA;SARIÇAM;Şehit Mehmet Arslangiray Ortaokulu
ADANA;SARIÇAM;Şehit Muhammet Oruç Anaokulu
ADANA;SARIÇAM;Şehit Murat Demirçi İmam Hatip Ortaokulu
ADANA;SARIÇAM;Şehit Mustafa Sarı İlkokulu
ADANA;SARIÇAM;Şehit Soner Gökçü Ortaokulu
ADANA;SARIÇAM;Şehit Zeyyat Dağ Anaokulu
ADANA;SARIÇAM;Şeyh Şamil Anadolu İmam Hatip Lisesi
ADANA;SARIÇAM;Toki Ertuğrulgazi İmam Hatip Ortaokulu
ADANA;SARIÇAM;TOKİ Kürkçüler Özel Eğitim Uygulama Okulu I. Kademe
ADANA;SARIÇAM;TOKİ Sarıçam Anadolu Lisesi
ADANA;SARIÇAM;Türk Tekstil Vakfı Mesleki ve Teknik Anadolu Lisesi
ADANA;SARIÇAM;Türkiye Odalar ve Borsalar Birliği Tarım Mesleki ve Teknik Anadolu Lisesi
ADANA;SARIÇAM;Uğur Gökçe Uçurum İlkokulu
ADANA;SARIÇAM;Uluğ Bey İlkokulu
ADANA;SARIÇAM;Uluğ Bey Ortaokulu
ADANA;SARIÇAM;Umur Bey Ortaokulu
ADANA;SARIÇAM;Vefa Özel Eğitim Uygulama Okulu I. Kademe
ADANA;SARIÇAM;Vefa Özel Eğitim Uygulama Okulu II. Kademe
ADANA;SARIÇAM;Veli Yavuz İlkokulu
ADANA;SARIÇAM;Yağız-Yağmur Uçurum Anaokulu
ADANA;SARIÇAM;Yağızlar İlkokulu
ADANA;SARIÇAM;Yağızlar Ortaokulu
ADANA;SARIÇAM;Yarımca İlkokulu
ADANA;SARIÇAM;Yeni Yayla İlkokulu
ADANA;SARIÇAM;Yeşiltepe Anaokulu
ADANA;SARIÇAM;Yıldırım Beyazıt Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;125. Yıl Ortaokulu
ADANA;SEYHAN;15 Temmuz Şehitleri Anadolu İmam Hatip Lisesi
ADANA;SEYHAN;19 Mayıs Anadolu Lisesi
ADANA;SEYHAN;23 Nisan İmam Hatip Ortaokulu
ADANA;SEYHAN;24 Kasım İlkokulu
ADANA;SEYHAN;29 Ekim İlkokulu
ADANA;SEYHAN;5 Ocak Ortaokulu
ADANA;SEYHAN;80. Yıl İlkokulu
ADANA;SEYHAN;Abdulkadir Paksoy Anadolu Lisesi
ADANA;SEYHAN;Abdurrahim Karakoç İlkokulu
ADANA;SEYHAN;Adana Erkek Anadolu Lisesi
ADANA;SEYHAN;Adana Fen Lisesi
ADANA;SEYHAN;Adana Kıvanç Anadolu İmam Hatip Lisesi
ADANA;SEYHAN;Adana Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;Adana Olgunlaşma Enstitüsü
ADANA;SEYHAN;Adana Seyhan Şehit Bora Süelkan Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;Adasokağı Anadolu Lisesi
ADANA;SEYHAN;Adasokağı İlkokulu
ADANA;SEYHAN;Adasokağı Ortaokulu
ADANA;SEYHAN;Adnan Menderes İlkokulu
ADANA;SEYHAN;Ahmet Cevdet Çamurdan Ortaokulu
ADANA;SEYHAN;Ahmet Karabucak İlkokulu
ADANA;SEYHAN;Ahmet Sapmaz Ortaokulu
ADANA;SEYHAN;Akdeniz Anaokulu
ADANA;SEYHAN;Akkapı Anaokulu
ADANA;SEYHAN;Akkapı İlkokulu
ADANA;SEYHAN;Akkapı Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;Akkapı Şehit Kemal Yüzgeç Ortaokulu
ADANA;SEYHAN;Aliya İzzet Begoviç Ortaokulu
ADANA;SEYHAN;Anafartalar Anadolu Lisesi
ADANA;SEYHAN;Anafartalar İlkokulu
ADANA;SEYHAN;Arif Nihat Asya Anadolu Lisesi
ADANA;SEYHAN;Aşık Veysel Özel Eğitim Uygulama Okulu I. Kademe
ADANA;SEYHAN;Aşık Veysel Özel Eğitim Uygulama Okulu II. Kademe
ADANA;SEYHAN;Atatürk İlkokulu
ADANA;SEYHAN;Atatürk Kız Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;Ay Yıldız Anaokulu
ADANA;SEYHAN;Bahçelievler İlkokulu
ADANA;SEYHAN;Bahçeşehir İlkokulu
ADANA;SEYHAN;Barbaros Anaokulu
ADANA;SEYHAN;Barbaros Borsa İstanbul Anadolu Lisesi
ADANA;SEYHAN;Barbaros Ortaokulu
ADANA;SEYHAN;Barbaros Özel Eğitim Anaokulu
ADANA;SEYHAN;Bediüzzaman Said Nursi İmam Hatip Ortaokulu
ADANA;SEYHAN;Bekir Hanife Akata İlkokulu
ADANA;SEYHAN;Beşocak Anadolu Lisesi
ADANA;SEYHAN;Birinci İnönü İlkokulu
ADANA;SEYHAN;Borsa İstanbul 24 Kasım Anadolu Lisesi
ADANA;SEYHAN;Büyük Selçuklu Anadolu Lisesi
ADANA;SEYHAN;Büyükdikili İlkokulu
ADANA;SEYHAN;Büyükdikili Ortaokulu
ADANA;SEYHAN;Büyüksaat Ortaokulu
ADANA;SEYHAN;Cafer Recai Gizer Anadolu Lisesi
ADANA;SEYHAN;Camuzcu İlkokulu
ADANA;SEYHAN;Cebesoy İlkokulu
ADANA;SEYHAN;Celalettin Sayhan İlkokulu
ADANA;SEYHAN;Cemil Nardalı İlkokulu
ADANA;SEYHAN;Cumhuriyet Anaokulu
ADANA;SEYHAN;Cumhuriyet İlkokulu
ADANA;SEYHAN;Cumhuriyet Ortaokulu
ADANA;SEYHAN;Çıldırım İlkokulu
ADANA;SEYHAN;Çobanoğlu Ticaret Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;Demokrasi İlkokulu
ADANA;SEYHAN;Dervişler İlkokulu
ADANA;SEYHAN;Dosteller Ortaokulu
ADANA;SEYHAN;Dr.M. Feyyaz Etiz Anadolu Lisesi
ADANA;SEYHAN;Dumlupınar Ortaokulu
ADANA;SEYHAN;Fatih Mehmet Anaokulu
ADANA;SEYHAN;Fatih Mehmet İlkokulu
ADANA;SEYHAN;Fatih Sultan Mehmet Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;Fatih Terim Anadolu Lisesi
ADANA;SEYHAN;Gazi Anadolu Lisesi
ADANA;SEYHAN;Gazi Ortaokulu
ADANA;SEYHAN;Gazipaşa İlkokulu
ADANA;SEYHAN;Gökçeler İsmail Kayhan İlkokulu
ADANA;SEYHAN;Gökçeler İsmail Kayhan Ortaokulu
ADANA;SEYHAN;Gölbaşı İlkokulu
ADANA;SEYHAN;Gölbaşı Ortaokulu
ADANA;SEYHAN;Gülbahçesi İlkokulu
ADANA;SEYHAN;Gülbahçesi Kız Anadolu Lisesi
ADANA;SEYHAN;Gülbahçesi Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;Gülbahçesi Ortaokulu
ADANA;SEYHAN;Gülçocuk Anaokulu
ADANA;SEYHAN;Gülçocuk Özel Eğitim Anaokulu
ADANA;SEYHAN;Gülen Yüzler Anaokulu
ADANA;SEYHAN;Güler Namlı Anadolu Lisesi
ADANA;SEYHAN;Gülnaz Gülenoğlu İlkokulu
ADANA;SEYHAN;Güneş Anaokulu
ADANA;SEYHAN;Hadırlı İlkokulu
ADANA;SEYHAN;Hadırlı Ortaokulu
ADANA;SEYHAN;Hafsa Sultan Anaokulu
ADANA;SEYHAN;Havuzlubahçe İlkokulu
ADANA;SEYHAN;Havuzlubahçe Kız Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;Hayriye Kemal Kusun İlkokulu
ADANA;SEYHAN;Hürriyet İlkokulu
ADANA;SEYHAN;Hüsamettin Özaltın Anadolu Lisesi
ADANA;SEYHAN;Hüsnü M. Özyeğin Anadolu Lisesi
ADANA;SEYHAN;Hüsnü-Semih Hızlan Anaokulu
ADANA;SEYHAN;İhsan Sabancı Kız Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;İkinci İnönü İlkokulu
ADANA;SEYHAN;İlhan Atış Anadolu Lisesi
ADANA;SEYHAN;İnkılap İmam Hatip Ortaokulu
ADANA;SEYHAN;İsmail Batu Dağtekin Kızılay Anaokulu
ADANA;SEYHAN;İsmail Hazar Anaokulu
ADANA;SEYHAN;İsmail Hazar İlkokulu
ADANA;SEYHAN;İsmail Hazar Ortaokulu
ADANA;SEYHAN;İsmet İnönü İlkokulu
ADANA;SEYHAN;İsmet İnönü Mesleki ve Teknik Anadolu Lisesi
ADANA;SEYHAN;İstiklal Ortaokulu
ADANA;SEYHAN;Kanuni İlkokulu
ADANA;SEYHAN;Karayusuflu İlkokulu
ADANA;SEYHAN;Karayusuflu Ortaokulu
ADANA;SEYHAN;Kasım Sacide Ener Ortaokulu
ADANA;SEYHAN;Kayışlı İlkokulu
ADANA;SEYHAN;Kazım Karabekir Özel Eğitim Uygulama Okulu I. Kademe
ADANA;SEYHAN;Kazım Karabekir Özel Eğitim Uygulama Okulu II. Kademe
ADANA;SEYHAN;Keloğlan Anaokulu
ADANA;SEYHAN;Kıyıboyu İlkokulu
ADANA;SEYHAN;Köylüoğlu İlkokulu
ADANA;SEYHAN;Kuyumcular İlkokulu
ADANA;SEYHAN;Küçükdikili İlkokulu
ADANA;SEYHAN;Lalezar Anaokulu
ADANA;SEYHAN;Leman Sayıt Ortaokulu
ADANA;SEYHAN;Lütfiye Kısacık İlkokulu
ADANA;SEYHAN;Mahmud Sami Ramazanoğlu Anadolu İmam Hatip Lisesi
ADANA;SEYHAN;Malazgirt Ortaokulu
ADANA;SEYHAN;Manas İlkokulu
ADANA;SEYHAN;Manas Ortaokulu
ADANA;SEYHAN;Manas Özel Eğitim Anaokulu
ADANA;SEYHAN;Mehmet Akif Ortaokulu
ADANA;SEYHAN;Mehmet Kemal Tuncel Anadolu Lisesi
ADANA;SEYHAN;Mehmet Selahattin Çolak İlkokulu
ADANA;SEYHAN;Mehmet Zahid Kotku İmam Hatip Ortaokulu
ADANA;SEYHAN;Mehmet-Kamuran Tekin Özel Eğitim Uygulama Okulu III. Kademe
ADANA;SEYHAN;Mekan İlkokulu
ADANA;SEYHAN;Mekan Ortaokulu
ADANA;SEYHAN;Meryem-Abdurrahim Gizer Ortaokulu
ADANA;SEYHAN;Mevlana Ortaokulu
ADANA;SEYHAN;Meydan Ortaokulu
ADANA;SEYHAN;Mıdık Anaokulu
ADANA;SEYHAN;Milli Mensucat İlkokulu
ADANA;SEYHAN;Mimar Kemal İlkokulu
ADANA;SEYHAN;Mimar Melahat Öngen Anaokulu
ADANA;SEYHAN;Mimar Sinan Anaokulu
ADANA;SEYHAN;Mithatpaşa Ecrin Meydan İlkokulu
ADANA;SEYHAN;Mustafa Kemal Atatürk İlkokulu
ADANA;SEYHAN;Mümine Hatun Anaokulu
ADANA;SEYHAN;Mürseloğlu İlkokulu
ADANA;SEYHAN;Nar Çiçeği Anaokulu
ADANA;SEYHAN;Necatibey Anaokulu
ADANA;SEYHAN;Necatibey İlkokulu
ADANA;SEYHAN;Necdet Kahraman Anadolu İmam Hatip Lisesi
ADANA;SEYHAN;Nilüfer Hatun Ortaokulu
ADANA;SEYHAN;Nuri ve Zekiye Has Ortaokulu
ADANA;SEYHAN;Nüsret Şenay Anaokulu
ADANA;SEYHAN;Orhan Çobanoğlu Anadolu Lisesi
ADANA;SEYHAN;Orhan Çobanoğlu İlkokulu
ADANA;SEYHAN;Orhangazi Ortaokulu
ADANA;SEYHAN;Orhangazi Özel Eğitim Uygulama I. Kademe
