İl;İlçe;Okul Adı
GİRESUN;ESPİYE;Eyüp Sultan Anadolu İmam Hatip Lisesi
GİRESUN;ESPİYE;Güzelyurt İlkokulu
GİRESUN;ESPİYE;Güzelyurt Ortaokulu
GİRESUN;ESPİYE;Hasan Ali Yücel İlkokulu
GİRESUN;ESPİYE;Soğukpınar Şehit Özgün Özdemir İlkokulu
GİRESUN;ESPİYE;Soğukpınar Şehit Özgün Özdemir İmam Hatip Ortaokulu
GİRESUN;ESPİYE;Soğukpınar Şehit Özgün Özdemir Ortaokulu
GİRESUN;ESPİYE;Süleyman Demirel İlkokulu
GİRESUN;ESPİYE;Şehit Hüseyin Tahmaz İlkokulu
GİRESUN;ESPİYE;Şehit Murat Şahin Anadolu İmam Hatip Lisesi
GİRESUN;ESPİYE;Şehit Sezgin Burak CANTÜRK Ortaokulu
GİRESUN;ESPİYE;Yeniköy 125. Yıl İlkokulu
GİRESUN;ESPİYE;Yunus Emre Anadolu Lisesi
GİRESUN;EYNESİL;Eynesil Anadolu Lisesi
GİRESUN;EYNESİL;Eynesil Anaokulu
GİRESUN;EYNESİL;Eynesil Borsa İstanbul Anadolu İmam Hatip Lisesi
GİRESUN;EYNESİL;Eynesil Halk Eğitimi Merkezi
GİRESUN;EYNESİL;Eynesil İmam Hatip Ortaokulu
GİRESUN;EYNESİL;Eynesil Mesleki Eğitim Merkezi
GİRESUN;EYNESİL;Eynesil Mesleki ve Teknik Anadolu Lisesi
GİRESUN;EYNESİL;Eynesil Sabancı Öğretmenevi ve Akşam sanat Okulu
GİRESUN;EYNESİL;Giresun İşitme Engelliler İlkokulu
GİRESUN;EYNESİL;Giresun İşitme Engelliler Ortaokulu
GİRESUN;EYNESİL;Hacı Mustafa Eren Hafız İmam Hatip Ortaokulu
GİRESUN;EYNESİL;Mustafa Yüksel İlkokulu
GİRESUN;EYNESİL;Ören İlkokulu
GİRESUN;EYNESİL;Ören Ortaokulu
GİRESUN;EYNESİL;Şehit Şahin Abanoz Ortaokulu
GİRESUN;GÖRELE;80.Yıl Anaokulu
GİRESUN;GÖRELE;Cumhuriyet İlkokulu
GİRESUN;GÖRELE;Cumhuriyet Ortaokulu
GİRESUN;GÖRELE;Çatakkırı Şehit Talha Köroğlu İlkokulu
GİRESUN;GÖRELE;Çavuşlu Şehit Kadir Aydın İlkokulu
GİRESUN;GÖRELE;Çavuşlu Şehit Kadir Aydın Ortaokulu
GİRESUN;GÖRELE;Görele 13 Şubat Mesleki ve Teknik Anadolu Lisesi
GİRESUN;GÖRELE;Görele Anadolu Lisesi
GİRESUN;GÖRELE;Görele Halk Eğitimi Merkezi
GİRESUN;GÖRELE;Görele İmam Hatip Ortaokulu
GİRESUN;GÖRELE;Görele Nihat Gürel Fen Lisesi
GİRESUN;GÖRELE;Görele Öğretmenevi ve Akşam Sanat Okulu
GİRESUN;GÖRELE;Görele Şehit Ahmet Köroğlu Ortaokulu
GİRESUN;GÖRELE;Görele Şehit Uğur Hancı Mesleki ve Teknik Anadolu Lisesi
GİRESUN;GÖRELE;Halil Gürel Anadolu Lisesi
GİRESUN;GÖRELE;Hasan Ali Yücel İlkokulu
GİRESUN;GÖRELE;Hasan Ali Yücel Ortaokulu
GİRESUN;GÖRELE;İnanca İlkokulu
GİRESUN;GÖRELE;İnanca Ortaokulu
GİRESUN;GÖRELE;Kırıklı İlkokulu
GİRESUN;GÖRELE;Kırıklı Ortaokulu
GİRESUN;GÖRELE;Koyunhamza Ortaokulu
GİRESUN;GÖRELE;Mehmet Gürel İlkokulu
GİRESUN;GÖRELE;Mehmet Gürel Ortaokulu
GİRESUN;GÖRELE;Melahat GÜREL Anaokulu
GİRESUN;GÖRELE;Mimar Sinan İlkokulu
GİRESUN;GÖRELE;Şehit Teğmen Furkan Yayla Anadolu İmam Hatip Lisesi
GİRESUN;GÖRELE;Taşlık İlkokulu
GİRESUN;GÖRELE;Ziya Okay İlkokulu
GİRESUN;GÜCE;Düzçukur İlkokulu
GİRESUN;GÜCE;Güce Anadolu İmam Hatip Lisesi
GİRESUN;GÜCE;Güce Anaokulu
GİRESUN;GÜCE;Güce Halk Eğitimi Merkezi
GİRESUN;GÜCE;Güce İmam Hatip Ortaokulu
GİRESUN;GÜCE;Güce Şehit İsmail Ünal Çok Programlı Anadolu Lisesi
GİRESUN;GÜCE;Kuluncak İlkokulu
GİRESUN;GÜCE;Sarıyar İmam Hatip Ortaokulu
GİRESUN;GÜCE;Şehit Muammer Dur İlkokulu
GİRESUN;GÜCE;Tekkeköy İlkokulu
GİRESUN;GÜCE;Yukarıboynuyoğun İlkokulu
GİRESUN;GÜCE;Yukarıboynuyoğun İmam Hatip Ortaokulu
GİRESUN;GÜCE;Zübeyde Hanım İlkokulu
GİRESUN;GÜCE;Zübeyde Hanım Ortaokulu
GİRESUN;GÜCE;Zübeyde Hanım Yatılı Bölge Ortaokulu
GİRESUN;KEŞAP;Cumhuriyet İlkokulu
GİRESUN;KEŞAP;Karabulduk Ortaokulu
GİRESUN;KEŞAP;Keşap Anadolu Lisesi
GİRESUN;KEŞAP;Keşap Atatürk Çok Programlı Anadolu Lisesi
GİRESUN;KEŞAP;Keşap Fen Lisesi
GİRESUN;KEŞAP;Keşap Mehmet Akif Ersoy Halk Eğitimi Merkezi
GİRESUN;KEŞAP;Keşap Öğretmenevi ve Akşam Sanat Okulu
GİRESUN;KEŞAP;Keşap Şehit İsmail Kefal Anadolu İmam Hatip Lisesi
GİRESUN;KEŞAP;Keşap Şehit Serkan Yılmaz Anaokulu
GİRESUN;KEŞAP;Şehit Ömer Öztürk İlkokulu
GİRESUN;KEŞAP;Türk Telekom Ortaokulu
GİRESUN;KEŞAP;Yolağzı Ortaokulu
GİRESUN;KEŞAP;Yolağzı Şehit Özkan Kılıç İlkokulu
GİRESUN;MERKEZ;19 Eylül İlkokulu
GİRESUN;MERKEZ;23 Nisan İlkokulu
GİRESUN;MERKEZ;24 Kasım Anaokulu
GİRESUN;MERKEZ;75.Yıl Anaokulu
GİRESUN;MERKEZ;Abdullah Bozbağ İlkokulu
GİRESUN;MERKEZ;Aksu 15 Temmuz Şehitler Anadolu Lisesi
GİRESUN;MERKEZ;Aksu Şehit Hakan Gemici Ortaokulu
GİRESUN;MERKEZ;Ali Haydar Emiroğlu Özel Eğitim Uygulama Okulu I. Kademe
GİRESUN;MERKEZ;Ali Haydar Emiroğlu Özel Eğitim Uygulama Okulu II. Kademe
GİRESUN;MERKEZ;Atatürk Anadolu Lisesi
GİRESUN;MERKEZ;Boztekke İlkokulu
GİRESUN;MERKEZ;Boztekke Ortaokulu
GİRESUN;MERKEZ;Cumhuriyet Ortaokulu
GİRESUN;MERKEZ;Çaldağ Şehit Üsteğmen Adnan Bahat İlkokulu
GİRESUN;MERKEZ;Çaldağ Şehit Üsteğmen Adnan Bahat Ortaokulu
GİRESUN;MERKEZ;Çıtlakkale Anaokulu
GİRESUN;MERKEZ;Çıtlakkale Ortaokulu
GİRESUN;MERKEZ;Çotanak İlkokulu
GİRESUN;MERKEZ;Duroğlu İmam Hatip Ortaokulu
GİRESUN;MERKEZ;Erikliman İlkokulu
GİRESUN;MERKEZ;Fındıkyurdu Anaokulu
GİRESUN;MERKEZ;Gazipaşa İlkokulu
GİRESUN;MERKEZ;Gedikkaya Anaokulu
GİRESUN;MERKEZ;Gedikkaya İlkokulu
GİRESUN;MERKEZ;Gedikkaya Ortaokulu
GİRESUN;MERKEZ;Giresun 125. Yıl Mesleki ve Teknik Anadolu Lisesi
GİRESUN;MERKEZ;Giresun 15 Temmuz Şehitler İmam Hatip Ortaokulu
GİRESUN;MERKEZ;Giresun Atatürk Mesleki ve Teknik Anadolu Lisesi
GİRESUN;MERKEZ;Giresun Bilim ve Sanat Merkezi
GİRESUN;MERKEZ;Giresun Fen Lisesi
GİRESUN;MERKEZ;Giresun Güzel Sanatlar Lisesi
GİRESUN;MERKEZ;Giresun Hurşit Bozbağ Anadolu İmam Hatip Lisesi
GİRESUN;MERKEZ;Giresun İmam Hatip Ortaokulu
GİRESUN;MERKEZ;Giresun Kız Anadolu İmam Hatip Lisesi
GİRESUN;MERKEZ;Giresun Lisesi
GİRESUN;MERKEZ;Giresun Mehmet Akif Ersoy Ortaokulu
GİRESUN;MERKEZ;Giresun Mesleki Eğitim Merkezi
GİRESUN;MERKEZ;Giresun Mesleki ve Teknik Anadolu Lisesi
GİRESUN;MERKEZ;Giresun Mimar Sinan Anadolu Lisesi
GİRESUN;MERKEZ;Giresun Nurettin Canikli Anadolu İmam Hatip Lisesi
GİRESUN;MERKEZ;Giresun Öğretmenevi ve Akşam Sanat Okulu
GİRESUN;MERKEZ;Giresun Özel Eğitim İlkokulu
GİRESUN;MERKEZ;Giresun Özel Eğitim Meslek Okulu 
GİRESUN;MERKEZ;Giresun Özel Eğitim Ortaokulu
GİRESUN;MERKEZ;Giresun Özel Eğitim Uygulama Okulu I. Kademe
GİRESUN;MERKEZ;Giresun Özel Eğitim Uygulama Okulu II. Kademe
GİRESUN;MERKEZ;Giresun Rehberlik ve Araştırma Merkezi
GİRESUN;MERKEZ;Giresun Sosyal Bilimler Lisesi
GİRESUN;MERKEZ;Giresun Spor Lisesi
GİRESUN;MERKEZ;Giresun Şehit İsmail Bay Halk Eğitimi Merkezi
GİRESUN;MERKEZ;Giresun Ticaret Mesleki ve Teknik Anadolu Lisesi
GİRESUN;MERKEZ;Giresun Zübeyde Hanım Kız Mesleki ve Teknik Anadolu Lisesi
GİRESUN;MERKEZ;Güre Ortaokulu
GİRESUN;MERKEZ;Güre Özel Eğitim Uygulama Okulu III. Kademe
GİRESUN;MERKEZ;Hamdi Bozbağ Anadolu Lisesi
GİRESUN;MERKEZ;Kanuni Ortaokulu
GİRESUN;MERKEZ;Kayadibi İlkokulu
GİRESUN;MERKEZ;Kayadibi Ortaokulu
GİRESUN;MERKEZ;Mithatpaşa Ortaokulu
GİRESUN;MERKEZ;Mustafa Kemal Ortaokulu
GİRESUN;MERKEZ;Namık Kemal İlkokulu
GİRESUN;MERKEZ;Okçu İlkokulu
GİRESUN;MERKEZ;Sayca İlkokulu
GİRESUN;MERKEZ;Sayca İmam Hatip Ortaokulu
GİRESUN;MERKEZ;Sevinç-Mehmet Ekizoğlu Anaokulu
GİRESUN;MERKEZ;Şehit İsa Yüksel İlkokulu
GİRESUN;MERKEZ;Şehit Zafer Konak İlkokulu
GİRESUN;MERKEZ;Şehit Zafer Konak Ortaokulu
GİRESUN;MERKEZ;Teyyaredüzü Şehit Ufuk BİNGÖL Ortaokulu
GİRESUN;MERKEZ;TOBB Abacıbükü İlkokulu
GİRESUN;MERKEZ;Ülper Köyü İlkokulu
GİRESUN;MERKEZ;Ülper Şehit Ümit Kılıç Ortaokulu
GİRESUN;MERKEZ;Yeşil Giresun Turizm Mesleki ve Teknik Anadolu Lisesi
GİRESUN;MERKEZ;Yeşilgiresun İlkokulu
GİRESUN;PİRAZİZ;BOZAT İLKOKULU
GİRESUN;PİRAZİZ;Bozat Yatılı Bölge Ortaokulu
GİRESUN;PİRAZİZ;Eren Ömer Hekim İlkokulu
GİRESUN;PİRAZİZ;Gökçeali Emir Yücel İlkokulu
GİRESUN;PİRAZİZ;Gökçeali Emir Yücel Ortaokulu
GİRESUN;PİRAZİZ;Ömer Hekim İlkokulu
GİRESUN;PİRAZİZ;Piraziz 15 Temmuz Şehitler Ortaokulu
GİRESUN;PİRAZİZ;Piraziz Anadolu Lisesi
GİRESUN;PİRAZİZ;Piraziz Halk Eğitimi Merkezi
GİRESUN;PİRAZİZ;Piraziz İmam Hatip Ortaokulu
GİRESUN;PİRAZİZ;Piraziz İsmail Yücel Mesleki ve Teknik Anadolu Lisesi
GİRESUN;PİRAZİZ;Piraziz Mesleki ve Teknik Anadolu Lisesi
GİRESUN;PİRAZİZ;Piraziz Öğretmenevi ve Akşam Sanat okulu Müdürlüğü
GİRESUN;PİRAZİZ;Piraziz Şehit Öner Güner Anadolu İmam Hatip Lisesi
GİRESUN;PİRAZİZ;Şehit Tuğgeneral Bahtiyar Aydın Anaokulu
GİRESUN;PİRAZİZ;Tepeköy - Akçay İlkokulu
GİRESUN;ŞEBİNKARAHİSAR;Ahurcuk İlkokulu
GİRESUN;ŞEBİNKARAHİSAR;Avutmuş İlkokulu
GİRESUN;ŞEBİNKARAHİSAR;Hasan ve Kezban Özbek Mesleki ve Teknik Anadolu Lisesi
GİRESUN;ŞEBİNKARAHİSAR;İstiklal İlkokulu
GİRESUN;ŞEBİNKARAHİSAR;Öğretmen Hüseyin Hüsnü Tekışık Anadolu Lisesi
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar 125. Yıl Anaokulu
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar Bilim ve Sanat Merkezi
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar Fen Lisesi
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar Halk Eğitimi Merkezi
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar Hüseyin Hüsnü Tekışık Öğretmenevi ve Akşam Sanat Okulu
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar İbni Sina Mesleki ve Teknik Anadolu Lisesi
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar İmam Hatip Ortaokulu
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar Rehberlik ve Araştırma Merkezi
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar Sait Tonbul Anadolu İmam Hatip Lisesi
GİRESUN;ŞEBİNKARAHİSAR;Şebinkarahisar Şehit Ufuk Aktağ Yatılı Bölge Ortaokulu
GİRESUN;ŞEBİNKARAHİSAR;Şehit Birkan Gündüz Mesleki Eğitim Merkezi
GİRESUN;ŞEBİNKARAHİSAR;Şehit Oktay YEŞİL Ortaokulu
GİRESUN;ŞEBİNKARAHİSAR;Uğurca İlkokulu
GİRESUN;ŞEBİNKARAHİSAR;Yavuz Selim İlkokulu
GİRESUN;ŞEBİNKARAHİSAR;Yavuz Selim Ortaokulu
GİRESUN;TİREBOLU;Ahmet Rasim Baş Özel Eğitim Uygulama Okulu I. Kademe
GİRESUN;TİREBOLU;Ahmet Rasim Baş Özel Eğitim Uygulama Okulu II. Kademe
GİRESUN;TİREBOLU;Ahmet Rasim Baş Özel Eğitim Uygulama Okulu III. Kademe
GİRESUN;TİREBOLU;Aşağıboynuyoğun İlkokulu
GİRESUN;TİREBOLU;Cumhuriyet Ortaokulu
GİRESUN;TİREBOLU;Çeğel Asım Yıldırım İlkokulu
GİRESUN;TİREBOLU;Çeğel Asım Yıldırım Ortaokulu
GİRESUN;TİREBOLU;Dumlupınar İlkokulu
GİRESUN;TİREBOLU;Eymür İlkokulu
GİRESUN;TİREBOLU;Fatih Sultan Mehmet İlkokulu
GİRESUN;TİREBOLU;Fatih Sultan Mehmet Ortaokulu
GİRESUN;TİREBOLU;İrfan Domaç Anaokulu
GİRESUN;TİREBOLU;Karaahmetli Öğretmen Gürbüz Alpay İlkokulu
GİRESUN;TİREBOLU;Karaahmetli Öğretmen Gürbüz Alpay Ortaokulu
GİRESUN;TİREBOLU;Kazım Karabekir Ortaokulu
GİRESUN;TİREBOLU;Kovanpınar İlkokulu
GİRESUN;TİREBOLU;Kovanpınar İmam Hatip Ortaokulu
GİRESUN;TİREBOLU;Öğretmenevi ve Akşam Sanat Okulu
GİRESUN;TİREBOLU;Sakarya İlkokulu
GİRESUN;TİREBOLU;Sekü İmam Hatip Ortaokulu
GİRESUN;TİREBOLU;Şehit Binbaşı Hüseyin Avni Alparslan İlkokulu
GİRESUN;TİREBOLU;Şehit Binbaşı Hüseyin Avni Alparslan Ortaokulu
GİRESUN;TİREBOLU;Şehit İbrahim Şıhoğlu İlkokulu
GİRESUN;TİREBOLU;Şehit Yunus Yılmaz Anadolu İmam Hatip Lisesi
GİRESUN;TİREBOLU;Tirebolu Akmaz İlkokulu
GİRESUN;TİREBOLU;Tirebolu Anadolu Lisesi
GİRESUN;TİREBOLU;Tirebolu Bilim ve Sanat Merkezi
GİRESUN;TİREBOLU;Tirebolu Halide Edip Adıvar Kız Mesleki ve Teknik Anadolu Lisesi
GİRESUN;TİREBOLU;Tirebolu Halk Eğitimi Merkezi
GİRESUN;TİREBOLU;Tirebolu İmam Hatip Ortaokulu
GİRESUN;TİREBOLU;Tirebolu İskenderkaptan Mesleki ve Teknik Anadolu Lisesi
GİRESUN;TİREBOLU;Tirebolu Kız Anadolu İmam Hatip Lisesi
GİRESUN;TİREBOLU;Tirebolu Mesleki Eğitim Merkezi
GİRESUN;TİREBOLU;Tirebolu Piri Reis Denizcilik Mesleki ve Teknik Anadolu Lisesi
GİRESUN;TİREBOLU;Tirebolu Rehberlik Ve Araştırma Merkezi
GİRESUN;TİREBOLU;Tirebolu Şehit İsmail Kefal Mesleki ve Teknik Anadolu Lisesi
GİRESUN;TİREBOLU;Tirebolu Yılgın 100. Yıl Cumhuriyet Anaokulu
GİRESUN;TİREBOLU;Zübeyde Hanım Anaokulu
GİRESUN;YAĞLIDERE;Derindere İlkokulu
GİRESUN;YAĞLIDERE;Mustafa Kemal İlkokulu
GİRESUN;YAĞLIDERE;Sınır Ahmet Elmalı İlkokulu
GİRESUN;YAĞLIDERE;Sınır Şehit Süleyman Kul İmam Hatip Ortaokulu
GİRESUN;YAĞLIDERE;Şehit Enver ŞAHİN Ortaokulu
GİRESUN;YAĞLIDERE;Üçtepe İlkokulu
GİRESUN;YAĞLIDERE;Üçtepe İmam Hatip Ortaokulu
GİRESUN;YAĞLIDERE;Üçtepe Ortaokulu
GİRESUN;YAĞLIDERE;Yağlıdere Anadolu İmam Hatip Lisesi
GİRESUN;YAĞLIDERE;Yağlıdere Anadolu Lisesi
GİRESUN;YAĞLIDERE;Yağlıdere Çok Programlı Anadolu Lisesi
GİRESUN;YAĞLIDERE;Yağlıdere Halk Eğitimi Merkezi
GİRESUN;YAĞLIDERE;Yağlıdere İmam Hatip Ortaokulu
GİRESUN;YAĞLIDERE;Yağlıdere Öğretmenevi ve Akşam Sanat Okulu
GİRESUN;YAĞLIDERE;Yağlıdere Sınır Şehit Süleyman KUL Ortaokulu
GİRESUN;YAĞLIDERE;Yumurcak Anaokulu
GÜMÜŞHANE;KELKİT;Behiye Mustafa Doğan Ortaokulu
GÜMÜŞHANE;KELKİT;Cumhuriyet İlkokulu
GÜMÜŞHANE;KELKİT;Çamur Şehit Murat Kafkas İlkokulu
GÜMÜŞHANE;KELKİT;Çamur Şehit Murat Kafkas İmam Hatip Ortaokulu
GÜMÜŞHANE;KELKİT;Deredolu İlkokulu
GÜMÜŞHANE;KELKİT;Deredolu İmam Hatip Ortaokulu
GÜMÜŞHANE;KELKİT;Fatih Sultan Mehmet İlkokulu
GÜMÜŞHANE;KELKİT;Gümüşgöze İlkokulu
GÜMÜŞHANE;KELKİT;Gümüşgöze İmam Hatip Ortaokulu
GÜMÜŞHANE;KELKİT;İstanbul Ticaret Odası Söğütlü Şehit Tahsin Onuk İmam Hatip Ortaokulu
GÜMÜŞHANE;KELKİT;Kaymakam Nuri Okutan Ortaokulu
GÜMÜŞHANE;KELKİT;Kelkit 15 Temmuz Şehitler Anadolu Lisesi
GÜMÜŞHANE;KELKİT;Kelkit 75.Yıl İMKB imam Hatip Ortaokulu
GÜMÜŞHANE;KELKİT;Kelkit Abdulhamit Han Anadolu İmam Hatip Lisesi
GÜMÜŞHANE;KELKİT;Kelkit Çiftlik Şehit Selman Güler İlkokulu
GÜMÜŞHANE;KELKİT;Kelkit Halk Eğitimi Merkezi
GÜMÜŞHANE;KELKİT;Kelkit Lokman Hekim Mesleki ve Teknik Anadolu Lisesi
GÜMÜŞHANE;KELKİT;Kelkit Muammer ve Enver Şahin Anadolu Lisesi
GÜMÜŞHANE;KELKİT;Kelkit Nene Hatun Kız Mesleki ve Teknik Anadolu Lisesi
GÜMÜŞHANE;KELKİT;Kelkit Öğretmenevi ve Akşam Sanat Okulu
GÜMÜŞHANE;KELKİT;Kelkit Özel Eğitim Anaokulu
GÜMÜŞHANE;KELKİT;Kelkit Özel Eğitim Uygulama Okulu I. Kademe
GÜMÜŞHANE;KELKİT;Kelkit Özel Eğitim Uygulama Okulu II. Kademe
GÜMÜŞHANE;KELKİT;Kelkit Özel Eğitim Uygulama Okulu III. Kademe
GÜMÜŞHANE;KELKİT;Kelkit Şehit Lokman Oktay İmam Hatip Ortaokulu
GÜMÜŞHANE;KELKİT;Kelkit Şehit Servet Asmaz İlkokulu
GÜMÜŞHANE;KELKİT;Kelkit Yaşar ve İrfani Doğan Mesleki ve Teknik Anadolu Lisesi
GÜMÜŞHANE;KELKİT;Kılıççı İlkokulu
GÜMÜŞHANE;KELKİT;Mustafa Maruf Şahin Ortaokulu
GÜMÜŞHANE;KELKİT;Öbektaş İlkokulu
GÜMÜŞHANE;KELKİT;Öbektaş İmam Hatip Ortaokulu
GÜMÜŞHANE;KELKİT;Sadak İlkokulu
GÜMÜŞHANE;KELKİT;Sadak İmam Hatip Ortaokulu
GÜMÜŞHANE;KELKİT;Söğütlü İlkokulu
GÜMÜŞHANE;KELKİT;Şehit Osman Şahin İlkokulu
GÜMÜŞHANE;KELKİT;ÜLKER VE KEMALETTİN BAŞAR ANAOKULU
GÜMÜŞHANE;KELKİT;Ünlüpınar İmam Hatip Ortaokulu
GÜMÜŞHANE;KELKİT;Yeniyol 75. Yıl İlkokulu
GÜMÜŞHANE;KELKİT;Yeniyol 75. Yıl İmam Hatip Ortaokulu
GÜMÜŞHANE;KÖSE;60. Yıl Ortaokulu
GÜMÜŞHANE;KÖSE;Köse 15 Temmuz Şehitler İmam Hatip Ortaokulu
GÜMÜŞHANE;KÖSE;Köse Aydın Doğan Halk Eğitimi Merkezi
GÜMÜŞHANE;KÖSE;Köse Borsa İstanbul Çok Programlı Anadolu Lisesi
GÜMÜŞHANE;KÖSE;Köse İlkadım Anaokulu
GÜMÜŞHANE;KÖSE;Salyazı İlkokulu
GÜMÜŞHANE;KÖSE;Salyazı İmam Hatip Ortaokulu
GÜMÜŞHANE;KÖSE;Selçuklular İlkokulu
GÜMÜŞHANE;KÜRTÜN;80. Yıl Cumhuriyet İlkokulu
GÜMÜŞHANE;KÜRTÜN;80. Yıl Cumhuriyet Ortaokulu
GÜMÜŞHANE;KÜRTÜN;Araköy İlkokulu
GÜMÜŞHANE;KÜRTÜN;Cumhuriyet Ortaokulu
GÜMÜŞHANE;KÜRTÜN;Çayırçukur Düzlüce İlkokulu
GÜMÜŞHANE;KÜRTÜN;Demirciler İlkokulu
GÜMÜŞHANE;KÜRTÜN;Demirciler Ortaokulu
GÜMÜŞHANE;KÜRTÜN;Ekinciler İlkokulu
GÜMÜŞHANE;KÜRTÜN;Günyüzü İlkokulu
GÜMÜŞHANE;KÜRTÜN;Günyüzü Ortaokulu
GÜMÜŞHANE;KÜRTÜN;Gürgenli İlkokulu
GÜMÜŞHANE;KÜRTÜN;Kürtün 15 Temmuz Şehitler Anaokulu
GÜMÜŞHANE;KÜRTÜN;Kürtün Anadolu İmam Hatip Lisesi
GÜMÜŞHANE;KÜRTÜN;Kürtün Anadolu Lisesi
GÜMÜŞHANE;KÜRTÜN;Kürtün Borsa İstanbul Atatürk Çok Programlı Anadolu Lisesi
GÜMÜŞHANE;KÜRTÜN;Kürtün Halk Eğitimi Merkezi
GÜMÜŞHANE;KÜRTÜN;Kürtün Öğretmenevi ve Akşam Sanat Okulu
GÜMÜŞHANE;KÜRTÜN;Süme İlkokulu
GÜMÜŞHANE;KÜRTÜN;Süme Ortaokulu
GÜMÜŞHANE;KÜRTÜN;Şehit Taşkın Temel İlkokulu
GÜMÜŞHANE;KÜRTÜN;Şendere İlkokulu
GÜMÜŞHANE;KÜRTÜN;Şendere Ütük İlkokulu
GÜMÜŞHANE;KÜRTÜN;Taşlıca Vali Gazi Şimşek İlkokulu
GÜMÜŞHANE;KÜRTÜN;Taşlıca Vali Gazi Şimşek Ortaokulu
GÜMÜŞHANE;KÜRTÜN;Uluköy İlkokulu
GÜMÜŞHANE;KÜRTÜN;Uluköy Yatılı Bölge Ortaokulu
GÜMÜŞHANE;MERKEZ;15 Temmuz Şehitler İmam Hatip Ortaokulu
GÜMÜŞHANE;MERKEZ;Akocak İlkokulu
GÜMÜŞHANE;MERKEZ;Ali Fuat Kadirbeyoğlu Anadolu Lisesi
GÜMÜŞHANE;MERKEZ;Arzular İlkokulu
GÜMÜŞHANE;MERKEZ;Arzular Şehit Ramazan Meşe İmam Hatip Ortaokulu
GÜMÜŞHANE;MERKEZ;AYSIN RAFET ATAÇ ANAOKULU
GÜMÜŞHANE;MERKEZ;Aysın Rafet Ataç İlkokulu
GÜMÜŞHANE;MERKEZ;Dumlupınar İlkokulu
GÜMÜŞHANE;MERKEZ;Dumlupınar Ortaokulu
GÜMÜŞHANE;MERKEZ;Fatih Anadolu İmam Hatip Lisesi
GÜMÜŞHANE;MERKEZ;Fevzipaşa İlkokulu
GÜMÜŞHANE;MERKEZ;Fevzipaşa Ortaokulu
GÜMÜŞHANE;MERKEZ;Gazipaşa İlkokulu
GÜMÜŞHANE;MERKEZ;Gazipaşa Ortaokulu
GÜMÜŞHANE;MERKEZ;Gümüşhane Eğitim ve Uygulama Merkezi
GÜMÜŞHANE;MERKEZ;Gümüşhane Fevzi Ataç Öğretmenevi ve Akşam Sanat Okulu
GÜMÜŞHANE;MERKEZ;Gümüşhane Güzel Sanatlar Lisesi
GÜMÜŞHANE;MERKEZ;Gümüşhane Halk Eğitimi Merkezi
GÜMÜŞHANE;MERKEZ;Gümüşhane Hayme Ana Kız Mesleki ve Teknik Anadolu Lisesi
GÜMÜŞHANE;MERKEZ;Gümüşhane İbn-i Sina Mesleki ve Teknik Anadolu Lisesi
GÜMÜŞHANE;MERKEZ;Gümüşhane Kanuni Ticaret Mesleki ve Teknik Anadolu Lisesi
GÜMÜŞHANE;MERKEZ;Gümüşhane Lisesi
GÜMÜŞHANE;MERKEZ;Gümüşhane Mesleki Eğitim Merkezi
GÜMÜŞHANE;MERKEZ;Gümüşhane Mesleki ve Teknik Anadolu Lisesi
GÜMÜŞHANE;MERKEZ;Gümüşhane Özel Eğitim Anaokulu
GÜMÜŞHANE;MERKEZ;Gümüşhane Özel Eğitim Meslek Okulu
GÜMÜŞHANE;MERKEZ;Gümüşhane Özel Eğitim Uygulama Okulu I. Kademe
GÜMÜŞHANE;MERKEZ;Gümüşhane Özel Eğitim Uygulama Okulu II. Kademe
GÜMÜŞHANE;MERKEZ;Gümüşhane Özel Eğitim Uygulama Okulu III. Kademe
GÜMÜŞHANE;MERKEZ;Gümüşhane Rehberlik ve Araştırma Merkezi
GÜMÜŞHANE;MERKEZ;Gümüşhane Spor Lisesi
GÜMÜŞHANE;MERKEZ;Gümüşhane Türk Telekom Fen Lisesi
GÜMÜŞHANE;MERKEZ;Gümüşhane Türkiye Odalar ve Borsalar Birliği İmam Hatip Ortaokulu
GÜMÜŞHANE;MERKEZ;Gümüşhane Zigana Turizm Mesleki ve Teknik Anadolu Lisesi
GÜMÜŞHANE;MERKEZ;Işıl Sema Doğan İlkokulu
GÜMÜŞHANE;MERKEZ;İl Milli Eğitim Müdürlüğü
GÜMÜŞHANE;MERKEZ;Kale İmam Hatip Ortaokulu
GÜMÜŞHANE;MERKEZ;Kale Koçkaya İlkokulu
GÜMÜŞHANE;MERKEZ;Karşıyaka İlkokulu
GÜMÜŞHANE;MERKEZ;Mareşal Çakmak Sosyal Bilimler Lisesi
GÜMÜŞHANE;MERKEZ;Mehmet Akif Ersoy İmam Hatip Ortaokulu
GÜMÜŞHANE;MERKEZ;Merkez Atatürk İmam Hatip Ortaokulu
